"id","site","job_url","job_url_direct","title","company","location","date_posted","job_type","salary_source","interval","min_amount","max_amount","currency","is_remote","job_level","job_function","listing_type","emails","description","company_industry","company_url","company_logo","company_url_direct","company_addresses","company_num_employees","company_revenue","company_description","skills","experience_range","company_rating","company_reviews_count","vacancy_count","work_from_home_type"
"li-4363422856","linkedin","https://www.linkedin.com/jobs/view/4363422856","","AI Data Engineer – Datenarchitektur für AI-Projekte (m/w/d)","Tantive GmbH","","2026-01-26","","","","","","",False,"","","","","","","https://de.linkedin.com/company/tantive-gmbh","","","","","","","","","","","",""
"li-4366106223","linkedin","https://www.linkedin.com/jobs/view/4366106223","","IoT Data Engineer","Canonical","Nuremberg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4351312719","linkedin","https://www.linkedin.com/jobs/view/4351312719","","Embedded Software Engineer","Nokia","Nuremberg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://fi.linkedin.com/company/nokia","","","","","","","","","","","",""
"li-4321537164","linkedin","https://www.linkedin.com/jobs/view/4321537164","","Gas Turbine Exhaust System Engineer (R&D) (f/m/d)","Siemens Energy","Erlangen, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://www.linkedin.com/company/siemens-energy","","","","","","","","","","","",""
"li-4355813058","linkedin","https://www.linkedin.com/jobs/view/4355813058","","Senior Software Engineer Windows/Linux (m/w/d)","NCP engineering GmbH","Nuremberg, Bavaria, Germany","2026-01-25","","","","","","",False,"","","","","","","https://de.linkedin.com/company/ncp-engineering","","","","","","","","","","","",""
"li-4351007211","linkedin","https://www.linkedin.com/jobs/view/4351007211","","Machine Learning Infrastructure and Data Engineer (w/m/d) im Bereich Magnetresonanztomographie (MRT).","Siemens Healthineers","Erlangen, Bavaria, Germany","2026-01-24","","","","","","",False,"","","","","","","https://de.linkedin.com/company/siemens-healthineers","","","","","","","","","","","",""
"li-4363402484","linkedin","https://www.linkedin.com/jobs/view/4363402484","","Data Scientist (m/w/d)","SymBio.","Bamberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/symbio-recruitment-gmbh","","","","","","","","","","","",""
"li-4354259120","linkedin","https://www.linkedin.com/jobs/view/4354259120","","Junior Analyst (m/w/d) Coding","Circana","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://www.linkedin.com/company/wearecircana","","","","","","","","","","","",""
"li-4355325636","linkedin","https://www.linkedin.com/jobs/view/4355325636","","Junior Analyst (m/w/d) Coding","Circana","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://www.linkedin.com/company/wearecircana","","","","","","","","","","","",""
"li-4337132078","linkedin","https://www.linkedin.com/jobs/view/4337132078","","Software Engineer C++ | Smart Pointer, Move Semantics, AUTOSAR, CAN, MOST, I2C, SPI, SCRUM (mwd)","Vesterling AG","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/vesterling","","","","","","","","","","","",""
"li-4354298861","linkedin","https://www.linkedin.com/jobs/view/4354298861","","Werkstudent (m/w/d)","Circana","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://www.linkedin.com/company/wearecircana","","","","","","","","","","","",""
"li-4336835892","linkedin","https://www.linkedin.com/jobs/view/4336835892","","Senior Data Scientist (m/w/d) - Eviden","Eviden","Fürth, Bavaria, Germany","2026-01-22","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/eviden","","","","","","","","","","","",""
"li-3961461779","linkedin","https://www.linkedin.com/jobs/view/3961461779","","Cloud Data Engineer AWS / Google Cloud (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4354088383","linkedin","https://www.linkedin.com/jobs/view/4354088383","","Managed Service Engineer – Data Centre Operations","Hamilton Barnes 🌳","Nuremberg, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/hamilton-barnes","","","","","","","","","","","",""
"li-4361907392","linkedin","https://www.linkedin.com/jobs/view/4361907392","","Senior Software Engineer (gn) Android Automotive IVI","Cognizant Mobility","Nuremberg, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/company/cognizant-mobility","","","","","","","","","","","",""
"li-4326381604","linkedin","https://www.linkedin.com/jobs/view/4326381604","","Senior Teamcenter Application Architect (f/m/d) - Integrations (EU)","Siemens Energy","Erlangen, Bavaria, Germany","2026-01-20","","","","","","",False,"","","","","","","https://www.linkedin.com/company/siemens-energy","","","","","","","","","","","",""
"li-4326340137","linkedin","https://www.linkedin.com/jobs/view/4326340137","","Pflichtpraktikum im Bereich Internationales Management ab März 2026","Siemens","Erlangen, Bavaria, Germany","2026-01-20","","","","","","",False,"","","","","","","https://de.linkedin.com/company/siemens","","","","","","","","","","","",""
"li-4318344815","linkedin","https://www.linkedin.com/jobs/view/4318344815","","Software Engineer Smalltalk (all genders)","adesso insurance solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-insurance-solutions-gmbh","","","","","","","","","","","",""
"li-4359180257","linkedin","https://www.linkedin.com/jobs/view/4359180257","","Duales Studium im Bereich Künstliche Intelligenz und Data Science - Start 2026","Mühlbauer Group","Roding, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/muhlbauer-group","","","","","","","","","","","",""
"li-4360162560","linkedin","https://www.linkedin.com/jobs/view/4360162560","","IT System Engineer (f/m/d) für die Region Regensburg","LivingData GmbH","Regensburg, Bavaria, Germany","2026-01-18","","","","","","",False,"","","","","","","https://de.linkedin.com/company/livingdata-gmbh","","","","","","","","","","","",""
"li-4353693012","linkedin","https://www.linkedin.com/jobs/view/4353693012","","Senior Software Engineer macOS (m/w/d)","NCP engineering GmbH","Nuremberg, Bavaria, Germany","2026-01-18","","","","","","",False,"","","","","","","https://de.linkedin.com/company/ncp-engineering","","","","","","","","","","","",""
"li-4342019852","linkedin","https://www.linkedin.com/jobs/view/4342019852","","Senior System Engineer - Betrieb SharePoint Plattform (m/w/d)","BWI GmbH","Nuremberg, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bwi-gmbh","","","","","","","","","","","",""
"li-4353615154","linkedin","https://www.linkedin.com/jobs/view/4353615154","","Werkstudent (m/w/d)","Circana","Nuremberg, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://www.linkedin.com/company/wearecircana","","","","","","","","","","","",""
"li-4353564886","linkedin","https://www.linkedin.com/jobs/view/4353564886","","Senior High-Speed Analog IC Design RD Engineer","Nokia","Nuremberg, Bavaria, Germany","2026-01-16","","","","","","",False,"","","","","","","https://fi.linkedin.com/company/nokia","","","","","","","","","","","",""
"li-4363620040","linkedin","https://www.linkedin.com/jobs/view/4363620040","","SYSTEM ENGINEER (M/W/D) IT-INFRASTRUKTUR","Elflein Spedition & Transport GmbH","Bamberg, Bavaria, Germany","2026-01-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/elflein-transport-logistik","","","","","","","","","","","",""
"li-4366989158","linkedin","https://www.linkedin.com/jobs/view/4366989158","","IT Data Engineer (w/m/d)","medi GmbH & Co. KG","Bayreuth, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/medi-gmbh-co-kg","","","","","","","","","","","",""
"li-3951056237","linkedin","https://www.linkedin.com/jobs/view/3951056237","","Software Engineer Elasticsearch (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4203241493","linkedin","https://www.linkedin.com/jobs/view/4203241493","","Snowflake Data Engineer (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4360760711","linkedin","https://www.linkedin.com/jobs/view/4360760711","","Linux devices software engineer - snapd","Canonical","Nuremberg, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4332579341","linkedin","https://www.linkedin.com/jobs/view/4332579341","","Software Engineer Kubernetes Plattform (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4351734563","linkedin","https://www.linkedin.com/jobs/view/4351734563","","HR Data Engineer (m/w/d)","Diehl Group","Nuremberg, Bavaria, Germany","2026-01-09","","","","","","",False,"","","","","","","https://de.linkedin.com/company/diehl-group","","","","","","","","","","","",""
"li-4137442830","linkedin","https://www.linkedin.com/jobs/view/4137442830","","Senior Software Engineer Python (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-09","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4351984986","linkedin","https://www.linkedin.com/jobs/view/4351984986","","Software Test Engineer (M/W/D)*","TGW Logistics","Regensburg, Bavaria, Germany","2026-01-08","","","","","","",False,"","","","","","","https://at.linkedin.com/company/tgw-group","","","","","","","","","","","",""
"li-4354581396","linkedin","https://www.linkedin.com/jobs/view/4354581396","","Software Engineer - Python - Container Images","Canonical","Nuremberg, Bavaria, Germany","2026-01-05","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4346915293","linkedin","https://www.linkedin.com/jobs/view/4346915293","","Werkstudent (w/m/d) Business Intelligence","duagon","Nuremberg, Bavaria, Germany","2026-01-02","","","","","","",False,"","","","","","","https://ch.linkedin.com/company/duagon-ag","","","","","","","","","","","",""
"li-4343756240","linkedin","https://www.linkedin.com/jobs/view/4343756240","","Data Engineer (m/w/d)","brodos","Baiersdorf, Bavaria, Germany","2025-12-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/brodos","","","","","","","","","","","",""
"li-4343758147","linkedin","https://www.linkedin.com/jobs/view/4343758147","","Software Test Engineer (w/m/d) - Fokus Barrierefreiheit","Capgemini","Altdorf, Bavaria, Germany","2025-12-15","","","","","","",False,"","","","","","","https://fr.linkedin.com/company/capgemini","","","","","","","","","","","",""
"li-4348522440","linkedin","https://www.linkedin.com/jobs/view/4348522440","","Senior Software Engineer - Data Integration & JVM Ecosystem","ClickHouse","Bavaria, Germany","2025-12-04","","","","","","",False,"","","","","","","https://www.linkedin.com/company/clickhouseinc","","","","","","","","","","","",""
"li-4341228895","linkedin","https://www.linkedin.com/jobs/view/4341228895","","Linux Software Engineer - Ubuntu for Next-Gen Silicon (multiple roles and seniority levels)","Canonical","Nuremberg, Bavaria, Germany","2025-12-03","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4340360430","linkedin","https://www.linkedin.com/jobs/view/4340360430","","Software Engineer - Python and K8s","Canonical","Nuremberg, Bavaria, Germany","2025-12-01","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4338451210","linkedin","https://www.linkedin.com/jobs/view/4338451210","","Software Engineer - Python/Golang - Kubernetes","Canonical","Nuremberg, Bavaria, Germany","2025-11-22","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
"li-4340006518","linkedin","https://www.linkedin.com/jobs/view/4340006518","","Mitarbeiter (m/w/d) für die Weiterentwicklung von Artikelstammdaten und B2B-Prozessen","Richard Köstner Gruppe","Neustadt an der Aisch, Bavaria, Germany","2025-11-12","","","","","","",False,"","","","","","","https://de.linkedin.com/company/richard-k%C3%B6stner-ag","","","","","","","","","","","",""
"li-4333496069","linkedin","https://www.linkedin.com/jobs/view/4333496069","","Data Analyst Warensteuerung (m/w/d)","Netto Marken-Discount","Maxhütte-Haidhof, Bavaria, Germany","2025-11-01","","","","","","",False,"","","","","","","https://de.linkedin.com/company/netto-marken-discount","","","","","","","","","","","",""
"li-4316936785","linkedin","https://www.linkedin.com/jobs/view/4316936785","","System Engineer Linux / Firewall (m/w/d)","Diehl Aviation","Nuremberg, Bavaria, Germany","2025-10-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/diehl-aviation","","","","","","","","","","","",""
"li-4309218034","linkedin","https://www.linkedin.com/jobs/view/4309218034","","Senior Software Engineer - ClickPipes (Database Integration)","ClickHouse","Bavaria, Germany","2025-10-07","","","","","","",False,"","","","","","","https://www.linkedin.com/company/clickhouseinc","","","","","","","","","","","",""
"li-4366748536","linkedin","https://www.linkedin.com/jobs/view/4366748536","","Senior Data Engineer (/nb) - Big Data Platform","Instaffo","Hirschau, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/instaffo-gmbh","","","","","","","","","","","",""
"li-4346536654","linkedin","https://www.linkedin.com/jobs/view/4346536654","","Software Engineer für Netzautomatisierung & DevOps (m/w/d)","Deutsche Telekom","Bamberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/telekom","","","","","","","","","","","",""
"li-4363504382","linkedin","https://www.linkedin.com/jobs/view/4363504382","","Masterarbeit (all genders) – Rohstoffpreis-Prognose mit Künstlicher Intelligenz / Machine Learning","Fraunhofer IIS","Nuremberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/fraunhofer-iis","","","","","","","","","","","",""
"li-4344029705","linkedin","https://www.linkedin.com/jobs/view/4344029705","","Mircosoft Fabric Expert (all genders)","MHP – A Porsche Company","Nuremberg, Bavaria, Germany","","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mhp-a-porsche-company","","","","","","","","","","","",""
"li-4365997766","linkedin","https://www.linkedin.com/jobs/view/4365997766","","Identity & Access Engineer (m/w/d)","Bertrandt Group","Erlangen, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bertrandt-ag","","","","","","","","","","","",""
"li-4131755296","linkedin","https://www.linkedin.com/jobs/view/4131755296","","Data Space Engineer (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4366343710","linkedin","https://www.linkedin.com/jobs/view/4366343710","","Cost Engineer - Kalkulation / AI / Python (m/w/d)","Workwise","Nuremberg, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/workwise-gmbh","","","","","","","","","","","",""
"li-4365935291","linkedin","https://www.linkedin.com/jobs/view/4365935291","","Duales Studium Wirtschaftsinformatik (B.Sc.) am Campus oder virtuell - Jobbird.com","Jobster","Nuremberg, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://nl.linkedin.com/company/jobster-com","","","","","","","","","","","",""
"li-4127871299","linkedin","https://www.linkedin.com/jobs/view/4127871299","","Business Analyst Gesetzliche Krankenversicherung (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4366137164","linkedin","https://www.linkedin.com/jobs/view/4366137164","","(Senior) Data Scientist (m/f/d)","Witt-Gruppe","Weiden in der Oberpfalz, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://de.linkedin.com/company/witt-gruppe","","","","","","","","","","","",""
"li-4228364291","linkedin","https://www.linkedin.com/jobs/view/4228364291","","Duales Studium Bachelor Digital Engineering (m/w/d) im Bereich Base Software Development ab 1. September 2026","Cummins Europe","Nuremberg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/cummins-europe","","","","","","","","","","","",""
"li-4366148741","linkedin","https://www.linkedin.com/jobs/view/4366148741","","Senior Rust Developer (m/w/d)","BWI GmbH","Nuremberg, Bavaria, Germany","2026-01-26","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bwi-gmbh","","","","","","","","","","","",""
"li-4302718473","linkedin","https://www.linkedin.com/jobs/view/4302718473","","Sales Consultant Strategic Analytics & Insights (SA&I)","NielsenIQ","Nuremberg, Bavaria, Germany","2026-01-25","","","","","","",False,"","","","","","","https://www.linkedin.com/company/nielseniq","","","","","","","","","","","",""
"li-4365805642","linkedin","https://www.linkedin.com/jobs/view/4365805642","","Senior IT Business Analyst (m/w/d)","KLAR-Franchise GmbH","Weiden, Bavaria, Germany","2026-01-25","","","","","","",False,"","","","","","","https://www.linkedin.com/company/klar-franchise-gmbh","","","","","","","","","","","",""
"li-4267697362","linkedin","https://www.linkedin.com/jobs/view/4267697362","","Business Analyst Workflowmanagementsystem (all genders) 1","adesso insurance solutions GmbH","Nuremberg, Bavaria, Germany","2026-01-25","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-insurance-solutions-gmbh","","","","","","","","","","","",""
"li-4332708214","linkedin","https://www.linkedin.com/jobs/view/4332708214","","SecOps Engineer - Active Directory (m/w/d)","BWI GmbH","Nuremberg, Bavaria, Germany","2026-01-24","","","","","","",False,"","","","","","","https://de.linkedin.com/company/bwi-gmbh","","","","","","","","","","","",""
"li-4350981043","linkedin","https://www.linkedin.com/jobs/view/4350981043","","Software Developer (Microsoft Dynamics 365 F&SCM) (all genders welcome)","COSMO CONSULT","Neumarkt in der Oberpfalz, Bavaria, Germany","2026-01-24","","","","","","",False,"","","","","","","https://de.linkedin.com/company/cosmo-consult-gmbh","","","","","","","","","","","",""
"li-3820548298","linkedin","https://www.linkedin.com/jobs/view/3820548298","","Senior SAP Developer (m/w/d)","Körber Supply Chain","Schwandorf, Bavaria, Germany","2026-01-24","","","","","","",False,"","","","","","","https://de.linkedin.com/company/koerber-supply-chain","","","","","","","","","","","",""
"li-4332757157","linkedin","https://www.linkedin.com/jobs/view/4332757157","","Fachreferent:in HR IT Test","Deutsche Bahn","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/deutschebahn","","","","","","","","","","","",""
"li-4337185229","linkedin","https://www.linkedin.com/jobs/view/4337185229","","JAVA EE Senior Entwickler | JAKARTA EE, JAVA Enterprise, Entwurf, Entwicklung, Beratung (mwd)","Vesterling AG","Nuremberg, Bavaria, Germany","2026-01-23","","","","","","",False,"","","","","","","https://de.linkedin.com/company/vesterling","","","","","","","","","","","",""
"li-4325845177","linkedin","https://www.linkedin.com/jobs/view/4325845177","","Business Analyst Customer Intelligence (m/w/d)","A. Lange & Söhne","Glashütte, Bavaria, Germany","2026-01-22","","","","","","",False,"","","","","","","https://de.linkedin.com/company/alangesoehne","","","","","","","","","","","",""
"li-4362575579","linkedin","https://www.linkedin.com/jobs/view/4362575579","","Senior IT-Consultant / Business Analyst - Versicherungsmakler (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-22","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4150062854","linkedin","https://www.linkedin.com/jobs/view/4150062854","","Senior Software Developer Backend API (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-22","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4354077942","linkedin","https://www.linkedin.com/jobs/view/4354077942","","SPS-Programmierer (m/w/d) Automatisierung","Lebkuchen-Schmidt GmbH & Co. KG","Nuremberg, Bavaria, Germany","2026-01-21","","","","","","",False,"","","","","","","https://de.linkedin.com/company/offiziel-lebkuchen-schmidt","","","","","","","","","","","",""
"li-4364654132","linkedin","https://www.linkedin.com/jobs/view/4364654132","","Wissenschaftlicher Mitarbeiter (w/m/d)","Technische Hochschule Nürnberg Georg Simon Ohm","Nuremberg, Bavaria, Germany","2026-01-20","","","","","","",False,"","","","","","","https://de.linkedin.com/school/thnuernberg/","","","","","","","","","","","",""
"li-4346516069","linkedin","https://www.linkedin.com/jobs/view/4346516069","","Consultant Data Leakage Prevention Engineer (m/w/d) in Nürnberg","Deloitte","Nuremberg, Bavaria, Germany","2026-01-20","","","","","","",False,"","","","","","","https://www.linkedin.com/company/deloitte","","","","","","","","","","","",""
"li-3961462799","linkedin","https://www.linkedin.com/jobs/view/3961462799","","Senior Consultant Microsoft Business Intelligence (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4364343539","linkedin","https://www.linkedin.com/jobs/view/4364343539","","Ausbildung zum Fachinformatiker für Anwendungsentwicklung (m/w/d) 2026","upjers GmbH","Bamberg, Bavaria, Germany","2026-01-19","","","","","","",False,"","","","","","","https://de.linkedin.com/company/upjers-gmbh-&-co.-kg","","","","","","","","","","","",""
"li-4299776163","linkedin","https://www.linkedin.com/jobs/view/4299776163","","Senior Analyst (Supply Analytics, Bangkok-based, Relocation provided)","Agoda","Nuremberg, Bavaria, Germany","2026-01-18","","","","","","",False,"","","","","","","https://sg.linkedin.com/company/agoda","","","","","","","","","","","",""
"li-4322593479","linkedin","https://www.linkedin.com/jobs/view/4322593479","","Werkstudent/-in Prompt Engineer (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-18","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4235881884","linkedin","https://www.linkedin.com/jobs/view/4235881884","","Business Developer Salesforce Commerce & Retail (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-18","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4362791334","linkedin","https://www.linkedin.com/jobs/view/4362791334","","Werkstudent - Data Science (w/m/div)","Infineon Technologies","Regensburg, Bavaria, Germany","2026-01-15","","","","","","",False,"","","","","","","https://de.linkedin.com/company/infineon-technologies","","","","","","","","","","","",""
"li-4344598009","linkedin","https://www.linkedin.com/jobs/view/4344598009","","Celonis Process Intelligence Experte (f/m/d)","MHP – A Porsche Company","Nuremberg, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/mhp-a-porsche-company","","","","","","","","","","","",""
"li-4328819577","linkedin","https://www.linkedin.com/jobs/view/4328819577","","Werkstudent/-in Cloud DevOps (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4353191838","linkedin","https://www.linkedin.com/jobs/view/4353191838","","Test Automation Engineer (m/w/d)","isento GmbH","Nuremberg, Bavaria, Germany","2026-01-14","","","","","","",False,"","","","","","","https://de.linkedin.com/company/isento-gmbh","","","","","","","","","","","",""
"li-4352548570","linkedin","https://www.linkedin.com/jobs/view/4352548570","","Verbundstudium An­gewandte Infor­matik (B.Sc.) 2026","infoteam Software AG","Nuremberg, Bavaria, Germany","2026-01-13","","","","","","",False,"","","","","","","https://de.linkedin.com/company/infoteam-software-ag","","","","","","","","","","","",""
"li-4354705689","linkedin","https://www.linkedin.com/jobs/view/4354705689","","Master Thesis, Sound Experiences Lab","Dolby Laboratories","Nuremberg, Bavaria, Germany","2026-01-13","","","","","","",False,"","","","","","","https://www.linkedin.com/company/dolbylaboratories","","","","","","","","","","","",""
"li-4258100080","linkedin","https://www.linkedin.com/jobs/view/4258100080","","Ausbildung Fachinformatiker:in für Anwendungsentwicklung 2026 (M/W/D)*","TGW Logistics","Teunz, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://at.linkedin.com/company/tgw-group","","","","","","","","","","","",""
"li-4345389158","linkedin","https://www.linkedin.com/jobs/view/4345389158","","Senior Software Engineer Python (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-12","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-3961465563","linkedin","https://www.linkedin.com/jobs/view/3961465563","","Senior IT-Consultant / Business Analyst Versicherungen (all genders)","adesso SE","Nuremberg, Bavaria, Germany","2026-01-10","","","","","","",False,"","","","","","","https://de.linkedin.com/company/adesso-se","","","","","","","","","","","",""
"li-4345560432","linkedin","https://www.linkedin.com/jobs/view/4345560432","","Softwareentwickler - Schwerpunkt Angular","Instaffo","Fürth, Bavaria, Germany","2026-01-10","","","","","","",False,"","","","","","","https://de.linkedin.com/company/instaffo-gmbh","","","","","","","","","","","",""
"li-4334433971","linkedin","https://www.linkedin.com/jobs/view/4334433971","","BI Developer (Supply Analytics, Bangkok-based, Relocation provided)","Agoda","Nuremberg, Bavaria, Germany","2026-01-09","","","","","","",False,"","","","","","","https://sg.linkedin.com/company/agoda","","","","","","","","","","","",""
"li-4187885809","linkedin","https://www.linkedin.com/jobs/view/4187885809","","(Senior) Microsoft Power Platform Developer w/m/d","Computacenter","","2026-01-09","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/computacenter","","","","","","","","","","","",""
"li-4314670060","linkedin","https://www.linkedin.com/jobs/view/4314670060","","HR Data & Analytics Specialist","Kramp","Strullendorf, Bavaria, Germany","2026-01-08","","","","","","",False,"","","","","","","https://nl.linkedin.com/company/kramp","","","","","","","","","","","",""
"li-4334275644","linkedin","https://www.linkedin.com/jobs/view/4334275644","","Analyst (Supply Analytics, Bangkok-based, Relocation provided)","Agoda","Nuremberg, Bavaria, Germany","2026-01-08","","","","","","",False,"","","","","","","https://sg.linkedin.com/company/agoda","","","","","","","","","","","",""
"li-4347616812","linkedin","https://www.linkedin.com/jobs/view/4347616812","","SPS-Programmierer (m/w/d)","WITRON Group","Parkstein, Bavaria, Germany","2026-01-08","","","","","","",False,"","","","","","","https://de.linkedin.com/company/witron","","","","","","","","","","","",""
"li-4354393914","linkedin","https://www.linkedin.com/jobs/view/4354393914","","Spezialist Automatisierungstechnik (m/w/d)","Heidelberger Druckmaschinen AG","Weiden, Bavaria, Germany","2026-01-05","","","","","","",False,"","","","","","","https://de.linkedin.com/company/heidelberg","","","","","","","","","","","",""
"li-4366991032","linkedin","https://www.linkedin.com/jobs/view/4366991032","","IT Business Analyst (w/m/d) WMS und ERP","medi GmbH & Co. KG","Bayreuth, Bavaria, Germany","2026-01-04","","","","","","",False,"","","","","","","https://de.linkedin.com/company/medi-gmbh-co-kg","","","","","","","","","","","",""
"li-4366974611","linkedin","https://www.linkedin.com/jobs/view/4366974611","","Duales Studium Wirtschaftsinformatik - Application Management (w/m/d) 2026","medi GmbH & Co. KG","Bayreuth, Bavaria, Germany","2026-01-04","","","","","","",False,"","","","","","","https://de.linkedin.com/company/medi-gmbh-co-kg","","","","","","","","","","","",""
"li-4330210281","linkedin","https://www.linkedin.com/jobs/view/4330210281","","Ausbildung zum Fachinformatiker (m/w/x) Anwendungsentwicklung 2026","infoteam Software AG","Erlangen, Bavaria, Germany","2026-01-03","","","","","","",False,"","","","","","","https://de.linkedin.com/company/infoteam-software-ag","","","","","","","","","","","",""
"li-4346520740","linkedin","https://www.linkedin.com/jobs/view/4346520740","","Nürnberg - Duales Studium (m/w/d) zum Bachelor of Science Wirtschaftsinformatik zum 01.September 2026","ERGO Group AG","Nuremberg, Bavaria, Germany","2025-12-27","","","","","","",False,"","","","","","","https://de.linkedin.com/company/ergo-group-ag","","","","","","","","","","","",""
"li-4344109289","linkedin","https://www.linkedin.com/jobs/view/4344109289","","Senior Communications Manager - Analyst Relations","Canonical","Nuremberg, Bavaria, Germany","2025-12-17","","","","","","",False,"","","","","","","https://uk.linkedin.com/company/canonical","","","","","","","","","","","",""
